Pokedex,Pokemon,Type,Rarity,HoloFoil,Rarity Extra,Set No.,Set,Artist,Damaged,Price,Date
69,Bellsprout,G,1,Reverse,,1/111,,Kanako Eo,,,
70,Weepinbell,G,2,,,2/111,,Mizue,,,
71,Victreebel,G,3,Art,,3/111,,Sanosuke Sakuma,,,
71,Victreebel,G,3,Reverse,,3/111,,Sanosuke Sakuma,,,
285,Shroomish,G,1,Reverse,,6/111,,Kyoko Umemoto,,,
470,Leafeon,G,3,Reverse,,7/111,,Naoyo Kimura,,,
616,Shelmet,G,1,,,8/111,,sui,,,
617,Accelgor,G,2,Reverse,,9/111,,Shin Nagasawa,,,
126,Magmar,F,1,,,10/111,,MAHOU,,,
467,Magmortar,F,3,Reverse,,11/111,,PLANETA,,,
255,Torchic,F,1,,,12/111,,Sanosuke Sakuma,,,
256,Combusken,F,2,Reverse,,13/111,,Shin Nagasawa,,,
257,Blaziken,F,3,Reverse,,14/111,,PLANETA,,,
60,Poliwag,W,1,Reverse,,15/111,,MAHOU,,,
61,Poliwhirl,W,2,Reverse,,16/111,,Kanako Eo,,,
62,Poliwrath,W,3,Art,,17/111,,Mitsuhiro Arita,,,
62,Poliwrath,W,3,Reverse,,17/111,,Mitsuhiro Arita,,,
186,Politoed,W,3,Reverse,,18/111,,Atsuko Nishido,,,
186,Politoed,W,3,Art,,18/111,,Atsuko Nishido,,,
471,Glaceon,W,3,,,19/111,,Kagemaru Himeno,,,
537,Seismitoad EX,W,5,Full,,20/111,,Eske Yoshinob,,,
613,Cubchoo,W,1,Reverse,,21/111,,kirisAki,,,
614,Beartic,W,3,,,22/111,,PLANETA,,,
692,Clauncher,W,1,,,23/111,,5ban Graphics,,,
693,Clawitzer,W,3,Art,,24/111,,5ban Graphics,,,
698,Amaura,W,2,,,25/111,,5ban Graphics,,,
699,Aurorus,W,3,,,26/111,,5ban Graphics,,,
25,Pikachu,El,1,Reverse,,27/111,,Sanosuke Sakuma,,,
26,Raichu,El,2,,,28/111,,Sanosuke Sakuma,,,
125,Electabuzz,El,1,Reverse,,29/111,,Naoki Saito,,,
466,Electivire,El,3,,,30/111,,PLANETA,,,
311,Plusle,El,1,,,31/111,,Akira Komayama,,,
312,Minun,El,1,,,32/111,,Akira Komayama,,,
642,Thundurus,El,3,,,33/111,,Hajime Kusajima,,,
702,Dedenne,El,2,Reverse,,34/111,,5ban Graphics,,,
96,Drowzee,P,1,,,35/111,,Sumiyoshi Kizuki,,,
97,Hypno,P,3,,,36/111,,Shigenari Negishi,,,
124,Jynx,P,3,,,37/111,,Naoki Saito,,,
451,Skorupi,P,1,Reverse,,38/111,,Naoki Saito,,,
574,Gothita,P,1,Reverse,,39/111,,Atsuko Nishida,,,
575,Gothorita,P,2,,,40/111,,Suwama Chiaki,,,
576,Gothitelle,P,3,,,41/111,,kirisAki,,,
622,Golett,P,1,Reverse,,42/111,,Sumiyoshi Kizuki,,,
623,Golurk,P,3,Reverse,,43/111,,PLANETA,,,
66,Machop,Fg,1,,,44/111,,Kouki Saitou,,,
67,Machoke,Fg,2,,,45/111,,Mitsuhiro Arita,,,
68,Machamp,Fg,3,Art,,46/111,,PLANETA,,,
106,Hitmonlee,Fg,2,,,47/111,,Hitoshi Ariga,,,
107,Hitmonchan,Fg,2,,,48/111,,match,,,
237,Hitmontop,Fg,1,,,49/111,,kawayoo,,,
286,Breloom,Fg,3,,,50/111,,Hitoshi Arigo,,,
296,Makuhita,Fg,1,,,51/111,,Masokazu Fukuda,,,
297,Hariyama,Fg,3,,,52/111,,TOKIYA,,,
328,Trapinch,Fg,1,,,53/111,,Mizue,,,
448,M Lucario EX,Fg,5,Full,Full Art,55/111,,5ban Graphics,,,
619,Mienfoo,Fg,1,Reverse,,56/111,,Shigenori Negishi,,,
620,Mienshao,Fg,2,Reverse,,57/111,,TOKIYA,,,
645,Landorus,Fg,3,Art,,58/111,,PLANETA,,,
674,Pancham,Fg,1,Reverse,,59/111,,5ban Graphics,,,
674,Pancham,Fg,1,Reverse,,60/111,,5ban Graphics,,,
696,Tyrunt,Fg,2,Reverse,,61/111,,5ban Graphics,,,
697,Tyrantrum,Fg,3,,,62/111,,5ban Graphics,,,
701,Hawlucha,Fg,3,Art,,63/111,,5ban Graphics,,,
452,Drapion,D,5,,,65/111,,Hitoshi Ariga,,,
559,Scraggy,D,1,Reverse,,66/111,,Tomokazu Komiya,,,
560,Scrafty,D,2,,,67/111,,match,,,
675,Pangoro,D,3,,,68/111,,5ban Graphics,,,
35,Clefairy,Fa,1,Reverse,,69/111,,Naoyo Kimura,,,
35,Clefairy,Fa,1,,,70/111,,match,,,
36,Clefable,Fa,2,,,71/111,,Atsuko Nishida,,,
700,Sylveon,Fa,3,,,72/111,,5ban Graphics,,,
707,Klefki,Fa,2,,,73/111,,5ban Graphics,,,
329,Vibrava,Dr,2,,,75/111,,Kagemaru Himeno,,,
330,Flygon,Dr,3,,,76/111,,Masakazu Fukuda,,,
108,Lickitung,N,1,Reverse,,78/111,,Masokazu Fukuda,,,
463,Lickilicky,N,2,,,79/111,,Hajime Kusajima,,,
133,Eevee,N,1,Reverse,,80/111,,sui,,,
287,Slakoth,N,1,,,81/111,,Midori Harada,,,
288,Vigoroth,N,2,,,82/111,,Suwama Chiaki,,,
289,Slaking,N,3,Art,,83/111,,PLANETA,,,
504,Patrat,N,1,,,84/111,,Kyoko Umemoto,,,
505,Watchog,N,2,,,85/111,,Midori Harada,,,
641,Tornadus,N,3,,,86/111,,kawayoo,,,
714,Noibat,N,1,Reverse,,87/111,,5ban Graphics,,,
T,Battle Reporter,Su,2,,,88/111,,Shin Nagasawa,,,
T,Energy Switch,I,2,Full,,89/111,,5ban Graphics,,,
T,Fighting Stadium,S,2,,,90/111,,Ryo Ueda,,,
T,Focus Sash,I,2,,,91/111,,Toyste Beach,,,
T,Fossil Researcher,Su,2,,,92/111,,Naoki Saito,,,
T,Full Heal,I,2,,,93/111,,5ban Graphics,,,
T,Jaw Fossil,I,2,,,94/111,,Toyste Beach,,,
T,Korrina,Su,2,Full,,95/111,,Ken Sugimori,,,
T,Maintenance,I,2,,,96/111,,Toyste Beach,,,
T,Mountain Ring,S,2,,,97/111,,Ryo Ueda,,,
T,Sail Fossil,I,2,,,98/111,,Toyste Beach,,,
T,Sparkling Robe,I,2,Full,,99/111,,Toyste Beach,,,
T,Super Scoop Up,I,2,Full,,100/111,,5ban Graphics,,,
T,Tool Retriever,I,2,Full,,101/111,,Toyste Beach,,,
T,Training Center,S,2,Full,,102/111,,Ryo Ueda,,,
T,Herbal Energy,E,2,,,103/111,,5ban Graphics,,,
T,Strong Energy,E,2,Full,,104/111,,5ban Graphics,,,
214,Heracross EX,G,5,Full,Full Art,105/111,,Ryo Ueda,,,
378,M Lucario EX,Fg,5,Full,Full Art,113/111,,5ban Graphics,,,
